AREA_IN_M2;PRICE;DATE;DISTRICT
60.0;5000.0;2022-10-21;stare miasto
45.0;2000.0;2022-10-21;podolany
33.6;1700.0;2022-10-21;grunwald
60.0;6000.0;2022-10-21;stare miasto
43.0;2850.0;2022-10-21;łazarz
60.0;2999.0;2022-10-21;stare miasto
69.5;3200.0;2022-10-21;jeżyce
32.0;1900.0;2022-10-21;naramowice
20.0;2000.0;2022-10-21;winiary
40.0;100.0;2022-10-21;dębiec
53.0;2200.0;2022-10-21;podolany
32.0;1800.0;2022-10-21;naramowice
59.35;2300.0;2022-10-21;górczyn
52.0;2300.0;2022-10-21;warszawskie
60.0;3100.0;2022-10-21;jeżyce
52.6;2300.0;2022-10-21;grunwald
55.0;2500.0;2022-10-21;komandoria
50.0;3100.0;2022-10-21;naramowice
51.6;2200.0;2022-10-21;piątkowo
61.8;3600.0;2022-10-21;warszawskie
47.0;2550.0;2022-10-21;łacina
40.0;3000.0;2022-10-21;rataje
46.0;2600.0;2022-10-21;grunwald
44.0;2300.0;2022-10-21;grunwald
50.0;2500.0;2022-10-21;winiary
60.0;6000.0;2022-10-21;stare miasto
53.0;2200.0;2022-10-21;łazarz
32.0;1800.0;2022-10-21;junikowo
78.0;2900.0;2022-10-21;piątkowo
48.0;2400.0;2022-10-21;komandoria
44.0;3500.0;2022-10-21;łacina
43.0;2200.0;2022-10-21;łacina
53.0;2500.0;2022-10-21;winogrady
47.5;2200.0;2022-10-21;wilda
50.0;2000.0;2022-10-21;chartowo
78.3;1300.0;2022-10-21;grunwald
35.0;1900.0;2022-10-21;rataje
50.0;2300.0;2022-10-21;winogrady
38.0;3500.0;2022-10-21;jeżyce
120.0;2800.0;2022-10-21;warszawskie
95.0;5500.0;2022-10-21;naramowice
39.0;2000.0;2022-10-21;grunwald
68.0;3300.0;2022-10-21;winogrady
80.0;3100.0;2022-10-21;winogrady
40.0;2100.0;2022-10-21;dębiec
55.0;2300.0;2022-10-21;warszawskie
28.0;1000.0;2022-10-21;smochowice
130.0;783.0;2022-10-21;stare miasto
27.7;2500.0;2022-10-21;sołacz
33.0;2700.0;2022-10-21;naramowice
77.0;3200.0;2022-10-21;grunwald
80.0;2900.0;2022-10-21;wilda
47.0;2500.0;2022-10-21;dębiec
40.0;2500.0;2022-10-21;stare miasto
48.8;2000.0;2022-10-21;rataje
54.0;2000.0;2022-10-21;grunwald
18.0;1200.0;2022-10-21;rataje
44.0;2200.0;2022-10-21;rataje
65.0;1900.0;2022-10-21;jeżyce
51.0;2300.0;2022-10-21;górczyn
50.0;2700.0;2022-10-21;piątkowo
47.0;2400.0;2022-10-21;naramowice
78.0;3200.0;2022-10-21;łazarz
31.0;1600.0;2022-10-21;rataje
64.0;2700.0;2022-10-21;piątkowo
38.0;2300.0;2022-10-21;winogrady
55.0;2900.0;2022-10-21;rataje
38.0;2100.0;2022-10-21;łacina
70.0;9500.0;2022-10-21;jeżyce
54.56;3000.0;2022-10-21;grunwald
59.35;2000.0;2022-10-21;grunwald
71.0;2500.0;2022-10-21;grunwald
40.5;2900.0;2022-10-21;grunwald
38.0;1500.0;2022-10-21;jeżyce
49.0;2400.0;2022-10-21;naramowice
55.0;2100.0;2022-10-21;jeżyce
45.0;2400.0;2022-10-21;jeżyce
220.0;6000.0;2022-10-21;wilda
46.0;2350.0;2022-10-21;podolany
49.0;2350.0;2022-10-21;jeżyce
53.0;2700.0;2022-10-21;wilda
36.0;2500.0;2022-10-21;rataje
120.0;8400.0;2022-10-21;warszawskie
50.0;2700.0;2022-10-21;rataje
30.31;2200.0;2022-10-21;jeżyce
55.0;7000.0;2022-10-21;stare miasto
49.0;2200.0;2022-10-21;górczyn
49.0;3200.0;2022-10-21;warszawskie
50.0;2500.0;2022-10-21;grunwald
44.0;2800.0;2022-10-21;rataje
72.0;2600.0;2022-10-21;stare miasto
50.0;2300.0;2022-10-21;piątkowo
69.9;3000.0;2022-10-21;jeżyce
42.81;2450.0;2022-10-21;wilda
50.0;3300.0;2022-10-21;jeżyce
38.0;1600.0;2022-10-21;winogrady
28.0;1800.0;2022-10-21;starołęka
50.0;2200.0;2022-10-21;stare miasto
40.0;2500.0;2022-10-21;chartowo
50.0;3000.0;2022-10-21;łazarz
56.17;3200.0;2022-10-21;łacina
82.0;2600.0;2022-10-21;grunwald
65.0;1700.0;2022-10-21;strzeszyn
60.0;6000.0;2022-10-21;stare miasto
50.0;2500.0;2022-10-21;dębiec
55.2;2000.0;2022-10-21;piątkowo
37.0;2300.0;2022-10-21;jeżyce
38.0;2500.0;2022-10-21;rataje
65.0;2800.0;2022-10-21;chartowo
50.39;2900.0;2022-10-21;sołacz
38.0;1700.0;2022-10-21;grunwald
47.0;3000.0;2022-10-21;naramowice
50.0;2600.0;2022-10-21;winogrady
31.0;1400.0;2022-10-21;starołęka
40.0;2500.0;2022-10-21;grunwald
47.3;1900.0;2022-10-21;winogrady
78.0;1600.0;2022-10-21;łazarz
7.0;1000.0;2022-10-21;piątkowo
40.0;2200.0;2022-10-21;winiary
51.0;3500.0;2022-10-21;stare miasto
37.0;1650.0;2022-10-21;górczyn
27.0;1600.0;2022-10-21;śródka
40.0;1600.0;2022-10-21;winogrady
42.0;2700.0;2022-10-21;rataje
49.0;2300.0;2022-10-21;piątkowo
53.0;2600.0;2022-10-21;winogrady
70.0;1600.0;2022-10-21;łazarz
100.0;2300.0;2022-10-21;grunwald
43.0;1900.0;2022-10-21;jeżyce
32.0;1900.0;2022-10-21;jeżyce
48.0;2000.0;2022-10-21;grunwald
75.0;3200.0;2022-10-21;jeżyce
65.5;2800.0;2022-10-21;wilda
34.0;2500.0;2022-10-21;wilda
35.0;4500.0;2022-10-21;łazarz
43.0;2100.0;2022-10-21;jeżyce
16.0;1500.0;2022-10-21;stare miasto
42.0;2000.0;2022-10-21;podolany
48.0;2150.0;2022-10-21;winogrady
53.0;1900.0;2022-10-21;wilda
38.0;2200.0;2022-10-21;rataje
38.0;2300.0;2022-10-21;górczyn
64.0;3000.0;2022-10-21;rataje
55.0;6000.0;2022-10-21;stare miasto
65.0;2700.0;2022-10-21;grunwald
33.0;1300.0;2022-10-21;górczyn
60.0;5500.0;2022-10-21;stare miasto
75.0;3200.0;2022-10-21;starołęka
50.0;3500.0;2022-10-21;grunwald
33.0;2600.0;2022-10-21;wilda
64.0;2100.0;2022-10-21;winogrady
40.0;2600.0;2022-10-21;wilda
48.0;2200.0;2022-10-21;warszawskie
49.0;1500.0;2022-10-21;piątkowo
30.0;1200.0;2022-10-21;warszawskie
50.0;8500.0;2022-10-21;stare miasto
52.0;1900.0;2022-10-21;smochowice
44.0;2000.0;2022-10-21;wilda
65.0;2400.0;2022-10-21;jeżyce
70.0;2600.0;2022-10-21;starołęka
54.0;3300.0;2022-10-21;jeżyce
58.0;3100.0;2022-10-21;stare miasto
50.0;2400.0;2022-10-21;stare miasto
58.0;2600.0;2022-10-21;górczyn
42.0;2700.0;2022-10-21;łacina
47.0;2000.0;2022-10-21;piątkowo
70.0;1850.0;2022-10-21;stare miasto
76.0;5000.0;2022-10-21;piątkowo
52.0;2800.0;2022-10-21;górczyn
60.0;2500.0;2022-10-21;stare miasto
56.0;2200.0;2022-10-21;winogrady
69.0;3500.0;2022-10-21;rataje
65.0;2000.0;2022-10-21;piątkowo
50.0;2600.0;2022-10-21;rataje
42.0;2000.0;2022-10-21;łazarz
80.0;3000.0;2022-10-21;rataje
130.0;4500.0;2022-10-21;stare miasto
62.0;3200.0;2022-10-21;grunwald
34.0;2400.0;2022-10-21;junikowo
30.0;2400.0;2022-10-21;jeżyce
110.0;450.0;2022-10-21;wilda
42.0;2400.0;2022-10-21;sołacz
45.0;2500.0;2022-10-21;dębiec
70.0;2500.0;2022-10-21;łazarz
52.0;2100.0;2022-10-21;piątkowo
30.0;1380.0;2022-10-21;junikowo
105.0;2000.0;2022-10-21;łazarz
50.0;1800.0;2022-10-21;dębiec
61.3;2400.0;2022-10-21;piątkowo
47.1;2700.0;2022-10-21;komandoria
46.0;1900.0;2022-10-21;piątkowo
36.0;2600.0;2022-10-21;starołęka
53.0;1400.0;2022-10-21;rataje
55.0;2300.0;2022-10-21;warszawskie
75.0;3500.0;2022-10-21;starołęka
35.0;2500.0;2022-10-21;sołacz
60.0;3600.0;2022-10-21;wilda
60.0;2500.0;2022-10-21;górczyn
51.0;1899.0;2022-10-21;piątkowo
37.0;1800.0;2022-10-21;winiary
74.0;2600.0;2022-10-21;stare miasto
55.0;2299.0;2022-10-21;łazarz
42.0;1450.0;2022-10-21;jeżyce
57.1;3370.0;2022-10-21;warszawskie
48.0;2700.0;2022-10-21;winogrady
50.3;3200.0;2022-10-21;warszawskie
60.0;2600.0;2022-10-21;stare miasto
22.0;1620.0;2022-10-21;wilda
12.0;2000.0;2022-10-21;piątkowo
34.0;2100.0;2022-10-21;łazarz
30.0;2200.0;2022-10-21;wilda
49.5;2100.0;2022-10-21;piątkowo
130.0;4500.0;2022-10-21;stare miasto
64.0;2200.0;2022-10-21;chartowo
87.0;3600.0;2022-10-21;naramowice
69.0;3300.0;2022-10-21;grunwald
38.0;1800.0;2022-10-21;rataje
45.0;2500.0;2022-10-21;wilda
39.0;2100.0;2022-10-21;dębiec
80.0;2900.0;2022-10-21;wilda
53.0;2300.0;2022-10-21;strzeszyn
59.0;2200.0;2022-10-21;winiary
58.0;2600.0;2022-10-21;chartowo
40.0;2100.0;2022-10-21;dębiec
36.0;2400.0;2022-10-21;ogrody
46.0;2500.0;2022-10-21;winogrady
54.0;2600.0;2022-10-21;chartowo
20.0;1600.0;2022-10-21;wilda
40.0;2950.0;2022-10-21;rataje
49.0;2900.0;2022-10-21;stare miasto
50.0;1800.0;2022-10-21;łazarz
40.0;2500.0;2022-10-21;jeżyce
48.73;1700.0;2022-10-21;komandoria
44.0;2400.0;2022-10-21;rataje
59.0;2400.0;2022-10-21;łacina
50.0;1500.0;2022-10-21;chartowo
24.0;2800.0;2022-10-21;jeżyce
73.0;2500.0;2022-10-21;rataje
35.0;2300.0;2022-10-21;grunwald
40.0;3000.0;2022-10-21;stare miasto
442.0;2600.0;2022-10-21;chartowo
34.0;2550.0;2022-10-21;rataje
26.0;1500.0;2022-10-21;piątkowo
42.0;2700.0;2022-10-21;łacina
38.0;1850.0;2022-10-21;rataje
46.5;2000.0;2022-10-21;chartowo
49.0;2000.0;2022-10-21;piątkowo
42.0;2200.0;2022-10-21;jeżyce
46.0;2500.0;2022-10-21;stare miasto
60.0;6000.0;2022-10-21;stare miasto
51.0;2900.0;2022-10-21;górczyn
45.0;2600.0;2022-10-21;jeżyce
32.0;2500.0;2022-10-21;starołęka
90.0;2700.0;2022-10-21;stare miasto
78.0;2600.0;2022-10-21;grunwald
33.0;2200.0;2022-10-21;chartowo
44.0;2500.0;2022-10-21;rataje
37.0;2450.0;2022-10-21;wilda
75.0;3490.0;2022-10-21;rataje
16.0;900.0;2022-10-21;piątkowo
51.0;3500.0;2022-10-21;sołacz
38.0;1500.0;2022-10-21;piątkowo
50.0;2500.0;2022-10-21;wilda
50.0;2100.0;2022-10-21;grunwald
71.0;4200.0;2022-10-21;grunwald
56.0;2490.0;2022-10-21;grunwald
51.0;2300.0;2022-10-21;łacina
22.0;1400.0;2022-10-21;sołacz
38.0;2600.0;2022-10-21;wilda
52.0;2500.0;2022-10-21;junikowo
65.0;6000.0;2022-10-21;stare miasto
140.0;3000.0;2022-10-21;grunwald
59.0;2700.0;2022-10-21;chartowo
70.0;3500.0;2022-10-21;jeżyce
50.0;2600.0;2022-10-21;dębiec
40.0;2000.0;2022-10-21;górczyn
44.0;2000.0;2022-10-21;rataje
48.0;2000.0;2022-10-21;junikowo
60.0;2400.0;2022-10-21;wilda
55.9;2200.0;2022-10-21;łacina
50.0;1100.0;2022-10-21;ogrody
45.0;2100.0;2022-10-21;sołacz
50.0;2550.0;2022-10-21;piątkowo
58.0;5200.0;2022-10-21;komandoria
64.0;2799.0;2022-10-21;dębiec
49.6;3000.0;2022-10-21;wilda
55.0;3500.0;2022-10-21;grunwald
130.0;3500.0;2022-10-21;naramowice
50.0;2500.0;2022-10-21;grunwald
44.0;2400.0;2022-10-21;junikowo
42.0;2800.0;2022-10-21;jeżyce
40.0;1500.0;2022-10-21;dębiec
38.0;2400.0;2022-10-21;winogrady
63.3;3800.0;2022-10-21;piątkowo
48.0;2400.0;2022-10-21;rataje
50.0;1799.0;2022-10-21;wilda
60.0;6000.0;2022-10-21;stare miasto
44.43;2700.0;2022-10-21;stare miasto
52.0;2500.0;2022-10-21;chartowo
32.0;2600.0;2022-10-21;łazarz
64.0;2500.0;2022-10-21;sołacz
37.0;2600.0;2022-10-21;starołęka
44.0;2600.0;2022-10-21;jeżyce
40.0;2000.0;2022-10-21;górczyn
39.0;1900.0;2022-10-21;podolany
50.0;2600.0;2022-10-21;jeżyce
65.0;2600.0;2022-10-21;stare miasto
54.4;3500.0;2022-10-21;wilda
52.1;2500.0;2022-10-21;warszawskie
34.0;3000.0;2022-10-21;stare miasto
42.0;2800.0;2022-10-21;jeżyce
90.0;3000.0;2022-10-21;naramowice
50.0;2000.0;2022-10-21;sołacz
50.0;1900.0;2022-10-21;piątkowo
62.0;1500.0;2022-10-21;starołęka
55.1;3250.0;2022-10-21;warszawskie
12.5;1250.0;2022-10-21;rataje
120.0;3200.0;2022-10-21;stare miasto
44.0;2000.0;2022-10-21;piątkowo
50.0;2100.0;2022-10-21;naramowice
64.0;4000.0;2022-10-21;łacina
53.0;2600.0;2022-10-21;chartowo
44.0;2300.0;2022-10-21;grunwald
38.0;2300.0;2022-10-21;winogrady
42.0;2200.0;2022-10-21;łazarz
40.0;2500.0;2022-10-21;dębiec
50.0;1800.0;2022-10-21;komandoria
67.0;3000.0;2022-10-21;piątkowo
40.21;2500.0;2022-10-21;starołęka
44.0;2400.0;2022-10-21;dębiec
54.0;3000.0;2022-10-21;jeżyce
26.0;3900.0;2022-10-21;łazarz
64.0;3600.0;2022-10-21;grunwald
36.0;1900.0;2022-10-21;dębiec
47.5;2500.0;2022-10-21;winogrady
66.0;3600.0;2022-10-21;piątkowo
48.0;2800.0;2022-10-21;rataje
33.0;2200.0;2022-10-21;dębiec
105.0;7900.0;2022-10-21;stare miasto
55.0;1500.0;2022-10-21;łazarz
73.0;2000.0;2022-10-21;grunwald
80.0;5000.0;2022-10-21;ławica
37.5;1500.0;2022-10-21;dębiec
55.0;7000.0;2022-10-21;stare miasto
49.0;1900.0;2022-10-21;sołacz
71.0;3300.0;2022-10-21;jeżyce
64.0;3000.0;2022-10-21;warszawskie
57.8;2700.0;2022-10-21;stare miasto
42.0;2400.0;2022-10-21;górczyn
70.0;4000.0;2022-10-21;junikowo
40.0;1900.0;2022-10-21;winogrady
49.0;2500.0;2022-10-21;piątkowo
48.0;2400.0;2022-10-21;stare miasto
60.0;6000.0;2022-10-21;stare miasto
67.0;3000.0;2022-10-21;grunwald
70.0;6500.0;2022-10-21;stare miasto
50.0;2050.0;2022-10-21;wilda
48.0;2400.0;2022-10-21;łacina
31.0;1800.0;2022-10-21;stare miasto
40.0;2300.0;2022-10-21;naramowice
55.0;2300.0;2022-10-21;wilda
24.0;2200.0;2022-10-21;winiary
52.0;2500.0;2022-10-21;ogrody
22.0;2000.0;2022-10-21;winiary
60.0;1700.0;2022-10-21;łazarz
22.0;2300.0;2022-10-21;komandoria
69.0;3000.0;2022-10-21;grunwald
50.0;2700.0;2022-10-21;jeżyce
50.0;1700.0;2022-10-21;naramowice
45.6;2100.0;2022-10-21;górczyn
70.0;750.0;2022-10-21;junikowo
62.0;2800.0;2022-10-21;winiary
69.0;2500.0;2022-10-21;grunwald
60.0;1000.0;2022-10-21;rataje
50.0;450000.0;2022-10-21;winogrady
48.5;2400.0;2022-10-21;łacina
47.0;2000.0;2022-10-21;łazarz
60.0;3000.0;2022-10-21;wilda
89.0;3200.0;2022-10-21;komandoria
49.0;2500.0;2022-10-21;komandoria
70.0;2500.0;2022-10-21;chartowo
28.0;1650.0;2022-10-21;dębiec
27.0;1600.0;2022-10-21;winogrady
38.0;1500.0;2022-10-21;junikowo
50.0;2900.0;2022-10-21;naramowice
87.0;3500.0;2022-10-21;winogrady
50.0;2750.0;2022-10-21;śródka
110.0;3300.0;2022-10-21;strzeszyn
42.0;2500.0;2022-10-21;wilda
36.0;2100.0;2022-10-21;rataje
22.0;1400.0;2022-10-21;szczepankowo
45.0;2300.0;2022-10-21;dębiec
60.0;6500.0;2022-10-21;stare miasto
40.0;1499.0;2022-10-21;naramowice
47.0;3000.0;2022-10-21;piątkowo
39.0;2300.0;2022-10-21;podolany
64.0;3100.0;2022-10-21;rataje
34.0;2200.0;2022-10-21;wilda
35.0;1600.0;2022-10-21;grunwald
40.0;3000.0;2022-10-21;jeżyce
64.0;3500.0;2022-10-21;rataje
57.0;3000.0;2022-10-21;grunwald
63.0;2200.0;2022-10-21;górczyn
42.6;2100.0;2022-10-21;śródka
38.0;1100.0;2022-10-21;rataje
49.0;2300.0;2022-10-21;piątkowo
60.0;3500.0;2022-10-21;grunwald
49.29;3100.0;2022-10-21;górczyn
65.0;2600.0;2022-10-21;stare miasto
106.0;3500.0;2022-10-21;jeżyce
42.0;2500.0;2022-10-21;piątkowo
62.66;3400.0;2022-10-21;podolany
51.2;2500.0;2022-10-21;dębiec
78.0;4500.0;2022-10-21;stare miasto
37.0;2000.0;2022-10-21;dębiec
30.0;1800.0;2022-10-21;szczepankowo
33.6;1700.0;2022-10-21;junikowo
52.0;3000.0;2022-10-21;podolany
50.0;2600.0;2022-10-21;łazarz
44.92;2400.0;2022-10-21;jeżyce
30.0;2000.0;2022-10-21;stare miasto
31.0;2000.0;2022-10-21;chartowo
41.0;2200.0;2022-10-21;grunwald
61.1;2400.0;2022-10-21;warszawskie
53.0;2600.0;2022-10-21;jeżyce
42.0;2700.0;2022-10-21;stare miasto
72.0;2500.0;2022-10-21;grunwald
30.0;2900.0;2022-10-21;piątkowo
60.0;2200.0;2022-10-21;wilda
27.5;2400.0;2022-10-21;stare miasto
60.0;2200.0;2022-10-21;warszawskie
60.0;2400.0;2022-10-20;stare miasto
37.0;2200.0;2022-10-20;łazarz
42.0;2250.0;2022-10-20;stare miasto
37.0;2300.0;2022-10-20;winiary
27.55;2250.0;2022-10-20;rataje
36.78;2000.0;2022-10-20;rataje
27.0;900.0;2022-10-20;naramowice
48.15;2500.0;2022-10-20;ławica
40.0;1800.0;2022-10-20;ławica
31.0;2000.0;2022-10-20;rataje
55.0;1800.0;2022-10-20;starołęka
58.0;5200.0;2022-10-20;komandoria
70.0;2600.0;2022-10-20;dębiec
32.0;1500.0;2022-10-20;winogrady
43.0;2100.0;2022-10-20;podolany
40.0;2500.0;2022-10-20;rataje
31.0;1800.0;2022-10-20;naramowice
33.0;1800.0;2022-10-20;rataje
60.0;1100.0;2022-10-20;wilda
30.0;1400.0;2022-10-20;łazarz
25.0;1900.0;2022-10-20;ogrody
42.0;2800.0;2022-10-20;jeżyce
57.0;3500.0;2022-10-20;winiary
36.0;2300.0;2022-10-20;łazarz
385.0;2850.0;2022-10-20;rataje
50.0;2000.0;2022-10-20;szczepankowo
61.0;2700.0;2022-10-20;ogrody
35.0;2200.0;2022-10-20;wilda
38.0;1800.0;2022-10-20;rataje
46.0;2400.0;2022-10-20;grunwald
28.0;1700.0;2022-10-20;grunwald
44.0;2500.0;2022-10-20;podolany
56.7;2000.0;2022-10-20;łazarz
44.0;1550.0;2022-10-20;dębiec
45.0;2600.0;2022-10-20;stare miasto
20.0;1500.0;2022-10-20;jeżyce
58.0;5500.0;2022-10-20;piątkowo
77.0;2000.0;2022-10-20;górczyn
30.0;700.0;2022-10-20;śródka
26.0;2000.0;2022-10-20;ogrody
50.0;2200.0;2022-10-19;piątkowo
22.0;1600.0;2022-10-19;górczyn
54.0;2000.0;2022-10-19;naramowice
85.0;2600.0;2022-10-19;jeżyce
52.0;2500.0;2022-10-19;wilda
90.0;2700.0;2022-10-19;górczyn
37.0;1900.0;2022-10-19;stare miasto
37.0;1200.0;2022-10-19;jeżyce
34.77;2480.0;2022-10-19;jeżyce
54.0;3600.0;2022-10-19;chartowo
20.0;2000.0;2022-10-19;dębiec
50.0;2550.0;2022-10-19;łazarz
40.0;1600.0;2022-10-19;dębiec
32.0;1800.0;2022-10-19;stare miasto
48.0;2200.0;2022-10-19;piątkowo
26.0;2300.0;2022-10-19;komandoria
28.0;1600.0;2022-10-19;ogrody
42.0;2000.0;2022-10-19;chartowo
43.0;1700.0;2022-10-19;naramowice
49.0;2350.0;2022-10-19;śródka
58.0;2500.0;2022-10-19;rataje
54.0;2000.0;2022-10-19;chartowo
62.0;2700.0;2022-10-19;rataje
26.75;2060.0;2022-10-19;jeżyce
42.0;2700.0;2022-10-19;rataje
27.5;1500.0;2022-10-19;grunwald
30.0;2000.0;2022-10-19;komandoria
53.0;2300.0;2022-10-19;strzeszyn
37.0;1400.0;2022-10-19;łazarz
42.0;3000.0;2022-10-19;stare miasto
84.0;6500.0;2022-10-19;śródka
48.0;2200.0;2022-10-19;grunwald
12.0;1500.0;2022-10-19;grunwald
31.0;1000.0;2022-10-19;grunwald
49.0;2100.0;2022-10-19;piątkowo
39.0;1850.0;2022-10-19;jeżyce
47.0;2400.0;2022-10-19;rataje
44.0;2200.0;2022-10-19;rataje
41.0;2500.0;2022-10-19;jeżyce
54.6;2200.0;2022-10-19;wilda
42.0;2700.0;2022-10-19;rataje
80.0;2000.0;2022-10-19;naramowice
26.0;2300.0;2022-10-19;stare miasto
49.0;2400.0;2022-10-19;łazarz
33.0;1700.0;2022-10-18;ławica
100.0;2700.0;2022-10-18;jeżyce
81.0;2500.0;2022-10-18;jeżyce
89.0;1500.0;2022-10-18;stare miasto
